Twitter,Twitter_Verified,ETH_Address,Debank_Follower_Count,Base_Address,TVF,Net_Worth
ShahinGh11,True,0x4a1fc803ce305351af3b439b807e2fb9811e8520,610,,828287,6477
OnePublicEnemy,True,0x430c86042eb9e6e4c32e1ec80b76d7c007e7aead,398,0x647a4a0d769b1640aaceb60d5797e98ba9198839,3536947,13181
XQ00829,False,0x3420c19bcd121e6febcc20fd502b14a71c2f857b,98,,841923,37855
Breekachu9,True,0x8781101241a9e82c504a9174cb9652470cac1746,572,,25158222,211
DegenHikiko,True,0x7811df09c3415e99beb22122123932e2fe1ef0b0,326,,4660118,120428
Leonid114222251,True,0x9f901956d5f47e82478f3d5371ae3f152848d132,1327,,4672005,6912
totochangning,True,0xaec80b4fbe227198720b1d1b82a12968baa0b144,252,,483303,22011
takeshi_oota,True,0xad66c362906fa61a7207ff56ecd9215696aaf849,454,,2374831,2171
cryptodisco33,True,0x31a82735012c638e998d831c07dff52de1049adf,506,,3155983,1516
0xtruedharma,False,0x39b67895ac4a315eec789dbcb181d6502d0b1837,265,,3528136,5574
Jy8pneTRogbE5xC,True,0x92fc738a6029778f6ee171c5b1b3a3394257d827,275,0xf9b9d4907219991aaaae4a729655f70e45234dd5,1999707,2815
UncryptoValley,True,0x8ab1b12b9f14bcba3b3482dc2ff000239af59a09,177,,1467087,8488
Glimmerycoin,False,0x996877fd71e61afad7e7ea3961615a126de1f9ef,161,0x10c5c6ed519912f4bc4c3de06989b79d572637a1,6033240,825220
tolgababuscu,True,0x18054743197d5de28ec96d60429372391c8b9dae,564,,3451260,11242
morfe_anje,True,0xdbcf7f6441797e5351d300b2b20d8a754b2a888f,534,0x35a4e05252caa8cdce6614199be1c621dafa6f81,802932,1160
melfalou,False,0x85d3cb815548de9150d9fd42ff902c5c29cc6036,395,,1246555,13842
tonyo54,True,0xf1cdeef23ed057c0f56bbb922d67389611d6e55e,562,,10133043,2931
_Bliiitz,False,0x4846aee6d7c9f176f3f329e01a014c2794e21b92,60,,1716293,42217
Farhaaaaaaad,True,0x67686116bf301c8ad321d05196f2edbd50d4d707,856,,21895492,1814
joshua19921225,False,0x92a4f58009df9eac5f2af6d05977683639f0060e,271,0xa242f252ab5f811b5b7ed16862803378c6cbd052,1161269,38417
CroutonDigital,True,0xea56b8a92906a16a0781a0cae52b473c41b9903c,408,,86352816,15470
MauriceODOUNLA1,True,0x9e602c1920443f01cb100a57a7f894df8eb42f66,729,,844880,2469
NoJam824,True,0xec6f9cc2afdc2a90fe9e5e53211550148ff5599e,435,0x653ef0c09fded8245eccd4de2bac954797dcf2b8,2501502,906
BITCHESdigital,False,0x97e617c3b3fb578074bb596f5126d53b2f90b236,332,,18708943,711
Sam57347427,True,0xba269300a865e9b9165e508f22f9575f0c066637,226,0xb5c758cb177b2c172efecf83e40918145e0ca3a1,830545,404
NapP1ne83960,True,0xf9d894de5e06a1427f7c72a3eac6716c57cdc393,772,,11486242,12151
yshoeb123,True,0xe221f2fb3833cf228cc32dff0241aa2a45695cd1,649,,1276810,28203
BLKx2021,True,0xa6bb4e23c5e78c2c57300332deffc115d1d9969f,710,,3711528,8071
Zlata0101,True,0xcd24a17d6e75baf8c6433925c887cd2872aa2c2a,1006,,31495480,2768
ReviewPd,True,0x1014d57ada2f05b967578beb253e28fa31172c39,1035,,1530418,764
ASM_SKANNER,False,0x8836571d0ba76b888702630a6a0a577e3f65d036,749,,1241016,6895
KatoCimotto,True,0xdab074ea22a4f02fbda86cada895e0d7327e4562,659,,1350117,619
touareg_69,True,0x80e42cad02a7f4b30269fd4241d9c33f039a142e,673,,3471685,5877
Jissny6789,True,0xe690246b2d5ea702c7bef844f8e5dd73694405ca,161,,38086254,4123
AdelinDumbrava,True,0xbdf7b90fcd8116be6425c324a4524443d5e0b0a9,642,0x0e8664372e2a44c984eaa6666f916f2abb373569,2923172,3536
itbullet_,True,0xf4d49945511eadda7b500b87fdb642a8117625a9,296,,1295860,2218
thecryptobeasty,True,0xcf9ecd940458e6b35f98376147314a75adb0bdac,136,0x54d7a0d51d7b7df062b9c6d323299c3cae130c95,399135,11885
HamiidShahraki,True,0xba3a2e06760af9427cbcdb68410662ba485d24c4,2527,,6449214,7848
ermolaeviii,True,0x59f5df9fa96bd810bf806be805a5dc1503807e72,569,,21051951,2066
kevindu9494,True,0xe56448f418d1c0712424615aabb0c70999f81e05,460,,1847827,6722
BoratAnti,True,0xed8477074529478064ff1ada1bbdb85075a43b57,528,,2127036,5585
osoperesoso2020,False,0x9aca453f0d851732b2b4318ac4b543901eb3dd2e,549,,1336544,1221
ifir3,False,0xf9c991e5e84954561a4625a0dc0d879fd7fbbebc,887,,19304670,10988
zuts_3,True,0x0d243c836a7cb479da9e9d7d5c8b5dec57ffe0ac,1963,0x0c4575e12852fc3cde5aa1e4d8d4dd0742298070,7411218,6721
Myname10637286,False,0x7e0305db11088ec12ab00b7d68f26ab31f722027,1435,,6433962,6313
CosmicInu,False,0xa0efd27acc781549d5b78e89e561aa0903932d56,286,,1000473,4507
sirdavamp,False,0x7648cfd6f15b24b409d04c917ab559929e7b8a03,408,0x30f18add25ee63b81bce47411297987331623a8b,1805777,10638
a9331200,True,0xde455e9190b44b1d2a30150cff6ab7cde2f70c4a,1007,,1110714,2751
FullPlay10,True,0xf416fa8232f00c39ad7a6d498dcda182d294b777,266,,32950310,60686
whalevalidator,True,0xde699bedf464a7ae064fd2be99f9f2c1d1a17c89,174,,2302960,2189
Jordandebelfort,True,0xbc075a71b608326d6a88b077d353b9f415c4d063,579,,2450549,5012
arti4_cryp,False,0x329f4435e0f22899b733756c71aa12c1004146b1,392,,2841200,53571
Fery_Captain22,True,0x684f08fe3ada698781a17704c43267d39b17e367,985,0x7fbb5284def9aec2793506fc8ed257620e99c2a7,1906823,1835
Dashabitok,True,0x63e73058e65ba0fe3f925d2948988782d2617ab2,964,,2668675,9221
Eric_nelson1,True,0xacae293ec281b10a506d47268c7421a8d5caff23,505,,3613310,1993
CarlyBe94554132,True,0xd00612c9718324bdfb443e84660940dffbc8e665,441,,3842614,1698
Tohidatash,True,0xbe085c573afdb8ab9904e80a1cd9bb9964a68abd,343,0xcd2458514f376a39dae2695196900ef2de0491b3,1450952,4221
nemuincome_blog,True,0x94e8629d24fe93bd8be6f9738b1ada71e2df4be5,1971,,4570493,8656
Darksunrayz,True,0xd1f4572fb537d1de3722f263844ce2aec6da472e,463,0xb90e4a786a9b2e6b95bb125cad474293a019cc8d,1584770,2804
eraspaserticos,True,0x44bb305f234557252265e8f33bb8943d7a1d60c3,248,,44525203,8781
sddbnmp,True,0x05a6153576a43af5d2b7aff0dcb95cdb7a19aff6,911,,5545654,3377
sugarbutt76,True,0x62af4ae284b71fd83b5eebdada0743590b139531,383,,3606730,2836
luckyalex2006,True,0x6b0d8e6bc3d4866cd56c13d5642d60cb411a0d18,151,,1414822,6985
valhalla301,True,0x879a8664de403faa895a44844a3aefd31db91ed4,280,0xadb44f439ef169f8ac64a76473da85a9f34ad6f6,1120365,12458
FrozethEth,True,0x683279542ed04d7c60dc56e4ea230fe621edd4ca,611,,1315737,1053
dededen__,True,0xf3d7459c7f6f75252aadf594d2ea74f04b359f82,1897,,4964497,24772
light_yzy98923,True,0x6f56d71a56da195fc6d437b84a16b993987a6003,654,,4949407,1006
ROWNA01,True,0x2c9020b718513060dbb4125642191dea728d2277,346,0x1707b4e52586016df64ffe0b6d72a4435f39930c,1290967,6725
ka_wa_wa,True,0xbe64d7b17cdccd74f08d2a7a85f3f2d449e2dc8a,597,,2979978,3351
oleksago,True,0x91162672cc2feb0e8627f384ff93294c79fbf361,425,,1766800,2436
kodoojisuma3,False,0xdba5b042e602d40e9385e6efcf3d3fdccdfbba62,891,0x031b446ec37f5faf9c623ad9d14e62509539a5df,4418280,2634
PrudentAnon,False,0xb4522eb2ca49963de9c3dc69023cbe6d53489c98,697,0x8989b75a03daff5d11245095dffa220f02bced40,3281425,61480
graham82592583,True,0xb007f748f2223e205483d80a3b634bfd5268a504,2125,,26177149,10424
araly23,True,0x3b0fa0ff5a9d59eea038cde112f09fcdf24440d4,1082,,3146710,1212
danki1337,False,0xf279ebf88d44094f8820c049bd7b926539b07761,4873,0x37c6213af183fc7cbcec46f91207a2e29154e9d8,1210958,1617
StellaHodgesNFT,True,0x8d808b7b575e150362ae0057ae5d4e615dda5b04,372,,2319711,3405
Yletana112347,True,0xf88e253ed38452346ae5bf2d9363d6e15ca17a46,804,,2803587,1805
jurkowski1988,True,0x7be6a8892ed62cec3ad63679bca236c05140ab09,789,,36100634,10011
ScreamySilent,True,0xadcc4b1424baa396393e55b1b5c5549eb4a75a6a,642,,1671144,905
PoorWojak,True,0xd3d6a2beea31085da6be2a874618d466693399f8,716,0xb8964e86551498a241b499fe4ca1c977c3f9847a,3911230,1319
Dilerium3,True,0x78c9c4fdeb0eb814747d18be65116a9348afed54,919,,2040888,5711
yui58inv,False,0xe95c8e73c8ba1e69de136c37f55376665cde32dc,412,0x6b0ac34d6b7af486aa587223c8c897c8bb1be7c5,4144471,34693
criptomirr,True,0x1922f649632cc329148fc5c9549d9069c95a328d,1372,,81131251,1332
phuongcoin1,True,0x21e0389542a804acf67ede3bfda15fe19e20520e,592,,38205729,1104
moorbles,True,0x8472961ee117f8a93a50f366354ccd01f4017646,175,0x5b1bb45a94634055ee95c5fc5941246d566e777f,784424,3186
sofitel_7,True,0xd63b1644889fe3668d4489704743462b7dd48cab,180,,21071271,15138
ukraina2_v,True,0x0a8a72e9989243e454585a63438c7874a0bbcd79,832,,1488176,18954
CryptoRol19,True,0xd9da07a095d28707761a9eec16e4a3abaafe8dbd,953,,33456165,14759
k_hanryang,True,0xf3c97611726838d92c4021e8611e2348b8047c8d,422,0x955923d55e297c1cdd65275bcc9b62e823f0df5c,1398568,2477
fsn322,True,0x83dfa73e0dadc5f2024802092fdbfca071bc6b3e,344,,38784753,621
Rex416_NFT,False,0x6609dfa1cb75d74f4ff39c8a5057bd111fba5b22,357,0x313cfac3ac21b5a92686390771fd0f88a2e77d15,20603073,86015
MikyRile,True,0x02fe842b7a312301ef02e4a82352f9a97a813dfb,379,,1976203,14557
Sergio451393197,True,0x54e85f171ed5b283665a778c930d2fe38be2a44e,487,,2492171,1194
decey,True,0xe3557e84bd0247c09ec369d3c904e9dab87d60a7,396,,1317739,16345
cianfru,False,0x1b004189e64d5b2f71d5be554470e6c49e10123b,173,0xc7d6b209b2a8ea35b97f36e74b92e40ec616805a,4798955,225110
airdropjpger,True,0xa2be19d397aa97a97f1c860ea450c5c3b17abe45,451,,17542721,2437
EllaLeapmanNFT,True,0xe6edd0bfe891e4553d11b0bed173d3b3575511e0,388,,2350601,3165
lawyer_hskim,False,0xbbc720fadea61f4af0cca83862803296b5360c00,170,,77977914,61
Alexsor80,True,0x55a10b55e7c38fa641fc8894290fbf8ee74464b3,829,,2008363,3346
DegenPepeMoon,True,0x4bf5f4c93af3dcb49622d6bc78dd8dff68cc1565,125,,1768004,93881
DrRettaOrtiz1,True,0x31ecb0819346edd4ac31e2c3adacd6629e411a78,204,,1108711,38088
JenShenya,True,0x885bf45cde7819b33e43a5bb9a096b4e739e3c3c,1336,,8429569,5491
youni68,False,0x56979f6a5ec520294e8163ac0804d43973f4a503,998,0xc7fe6b09ae7b2e02bf94608bf11cf97bde0f9a46,1535311,1561
aravarc1,True,0x281058cc98e8c85d078585edb508898667ac4043,273,,1243309,4465
okanoznur0,True,0x25873ca139ca6ef2ee677c312b69d44e42a0d910,1103,0xfcbb10f7536e7dde6a95a79dc7f6e241e4a92e54,1342240,1336
RG75027032,True,0xe32650e748e7e4aba16181d9882d15ba328d5a78,228,,598277,12469
prety45575215,True,0x346050eda9e6e21ab3445405752142114bbf7a5c,748,,1451639,6942
Olga80737599,True,0x40296797212257cf4a1092f41cf2cdeb96d949dc,381,0xb8e5931bf44bb5e45566fea94de549c2dc22fa87,5702335,2242
notos2019,True,0xd863c9affc554252dd13354c3b69c768caf43613,304,0xd213ed5e8b0582953f135101427dab6ed7848351,1389709,2313
black__pride,True,0xbc093e5bf1e6961f3a0319cec8fc4c52665911d8,2986,,7842363,11007
cryptoISPT,True,0x35aac97ef243579495117b16d16ae98fd54a602d,691,,1389100,6516
dashmosy,True,0x1a923a83d3cc614ddac016be49e260824ddc5a72,423,0x3d4e55ad4a37b64b707b4d5d257cbb6506721134,2781969,1369
miracl3zz,True,0x32b856e84a5a406035b3a5a6801a1411abd3d30e,458,,53495112,1083
RValdight,False,0xf9dd33df3603f8c6cb2071a7c120989744b99152,934,,6628616,26460
trede288,True,0x6bd141a70c694f3626213e44ba8705c158166ae9,1208,,3572152,3250
sivis_0887,True,0x6c961fff8a1f49e0a01a36eee5169ced8a6163c5,357,,1743992,11985
MNTunur,True,0xe5e664766b4fe6ca5a08970210ffcf4435a0fc7a,187,,1512988,6944
Djingo06,True,0x1031540ea690efd3f1967bc103be8f23bdfa954a,650,,1667054,1271
Alex_ETO_,True,0x3785696215704e3b1a48fea23b6221ceaba20811,478,,1353468,1345
MoedaTuga,True,0xb6d3f44d325c35e8434bf389efd9ee83b19ded54,317,,20791263,42329
gatilov_valera,True,0x995ea575a242080e7e7aa23c0e25a7bb8c34ed37,686,,12573912,214
johnson70630,True,0x34f27af442c8addcfc1b32625141963315ff2b32,344,,1325157,4452
nazreassad,True,0xf168e7d0ca8e03ab5140db5e22f2e7750a2922a9,452,,2403963,1838
Alberto68641176,True,0x328367d179e0fba0974222b8fa64acf6133180d1,704,,1362208,6117
nezunezu4a,True,0x281fe69a496fba401d85aa1374d7e401660bb674,940,,3172416,10456
i_love_eth,True,0xecc23ecc7364c3883f3d3539882031e281226685,1017,0xe4de693ef39112c69ad155d35d8d18f2dabea096,3343882,2248
pukitja,True,0x1e6be8b36cf529d9b2bf5dfe6684ed970da96992,357,0x1d295564fc8855f82f2218b8eb9c75d24e59e1f8,1528797,2930
diogobguerreiro,True,0x4ad188edf62cb2a642409cbc71137288f469edcb,130,,603871,475
dannylux,False,0x7d374fe73fd8358a93c53e978477f7ba4129be0c,188,,1179680,19880
amir_feyz,True,0x9c096647d2d23c21facc1abc1f28e4801045bf92,274,,1053063,2761
pasda_0078,True,0x91e3d63b94738868b1f481f4e9989e00cac76d69,306,,20901071,3303
hereusnft,True,0xfcf044ac0a29acd0b107c129defe46c19fc1e947,649,,3879314,7288
kittyWhale,True,0xf09754f9d5de92321401dc1b5396e18f91892be0,72,0xf8d5f7cdc99797fc33332233e4622e183c68d2db,530901,1700
royalworld65,True,0x040baa573b9dab3143425d7e0d11916961d385bf,1861,,7007676,6810
demon290895,True,0x71a77f0300216dfa29bbb1c562348005ec0d64e7,774,,5850947,1657
LincolnCannon,False,0x774e07d068d952dfd5e1c432e9f65010f4f823eb,281,,3191961,156692
izlabirintovexo,True,0x8c05cde00a6644ddf67cac566203e1457bc222b9,1009,,1824046,3945
OstapVovchyna,True,0x1601e21fe818a93824f32fded8777b29c25c59b3,258,0x3314e134374b0eaeaeadb5e5ba55ef32a92dd801,89561997,2038
0x4e9d,True,0x4e9dc55613842fbd966d3770000c5f892f77c3c5,416,,3588269,1491
factt365,False,0xa2ed15eff01918c23423eb7a848a7dce0beaf87a,897,,3498686,30151
KevinLiuA1110,True,0xa73769aed346319287410811639ac3bec8464d55,710,,1059192,5037
arturcostaa_,True,0x00cee01b8719c3356426867279d1d735e532c6f8,156,0xd4b1df00e50e58172dc3e393887281a1b5518a88,2418043,2047
akiiro_cryptor,True,0xd08f177f6fe96b5d863a5e45027eafb041bc4b55,560,0xe5e441eb9f3ab765194c0dd3b02482af2abbe289,1913797,1619
wjdtn0714,False,0x173a2e32eaef1843de68dd2e06a2826d6cf7d7cb,485,,1615026,8093
Demon1911,False,0x30a6a0931195ec35aeea531e74015a959ca73f9e,490,,38490357,3204
lalalulola,True,0x60fd04e6c67fc2932fb4d7dc17e70a1901ef4e64,445,,4008455,1302
ed_tred,True,0xd45b3341e8f15c80329320c3977e3b90e7826a7e,263,,2377704,6096
Homelander144,False,0x1cb6020db373a3e1cfcda9489570933fd0f79d0d,458,,2456461,98798
OxoMorgan,True,0x84230a8f560db77161e96263322d2342ed0481b7,427,,2026194,3366
tacrew_dev,False,0x45ca1f8f375bcf61f37e03fb1599c4dc81a1cb28,1854,,5706654,7585
nobody83938078,True,0x5e90f7cbc4b99a556bafe7ab63baf1a574888bbb,888,0xfe13384d1354332960bf59e98ac5d0749f081f8a,3126217,3208
jasonkim8091,True,0xee98c1feb5946b83ffcb787048c90dd392217be2,461,0xfa36bea2b954fea3270f1a9b792888f38f5e2d7b,18826463,12164
crypto_coffee60,True,0x67adfab056edc1a03602139b8ac36a06fc62f1bb,1137,,4318290,1967
airoiteke,True,0xb6f00a713153cbaf39fb0bfde52add5795a43c80,1354,0x111b5b5f687b241376b332087081a781e37c643d,2920608,6107
deltakilo4321,False,0xbad19e37e23ebb8e91ad0b7bfdbc193f4010ba2e,610,,1970242,3923
aleksorz,True,0xc1991c8bda29507991eeb230ff2063c2ea74a34c,1113,,2374861,3983
raspings_19874,True,0x933757006625b060b4b80afe338a6444ed4a94b2,535,,2448258,496
KatieOnech,True,0x5a22b4c1561920e925052cb205038161a1a6e64e,321,,2503406,782
teamint_for_two,True,0x001be549fa377710b9e59d57bbdf593ce1e379ca,930,,2476214,23426
cryptoredarmy,True,0x14b81a1b2511162878eb99a32549459793819b9b,1930,,2997423,5471
cryptodek,True,0x9ffe669c32ced95a688f381ce85f82b71ad7bb73,388,0x00c97527d54a931d4a8dd3cc7a632ebf32fe51b4,4451537,92188
Funky80310,True,0x1e4e3f3c61f69329cdd7fb13a20b352e7575075e,575,,2278630,1296
sneydercante,True,0xcd9c5575d5151a95c16799f819487b2917901b01,552,,5684567,3529
Dre029_T,True,0xb57996fe919dcc48200616dde2ff1f9b981328f8,338,0x697831ce9d72f8ea63198adc058924605ad77778,4496785,2362
cryptopatap,True,0x8918bd1a740bf60850c6c872b6c71f4303e84fbe,801,,1860806,2784
alex9822RP,False,0x543853fa91439f0ac1b746beaa1a12c780fd31f0,1359,,4746968,3021
videogamesmusix,True,0x5b260b7c6cb9da91b883f7450fc4445e61634ed7,504,,1547940,1855
Dox0000a,True,0x936df0fb2134e04948c2a07482486e1362c38c9d,1167,,2284336,1490
Hazy_taka,True,0xfd1bd701afb8da8b0347fd6f9af61fc899890935,200,0xd49ad3b431be7b9185d7fbf86c90a9b401231952,1226989,2406
BRITNEYGOV,True,0x39b52dd31c7d279b5f44b89b9d080997fab5bf9c,410,,2536530,36098
BejornJ,True,0x002748db885d4ccfe3c7c92143f0805f4ebeec01,240,0x02e6cf0161dff9d166edf9955f3893476da42eba,1158797,4057
murdumeric,True,0xd593be7d470ba396c180229308edab4e60b98479,474,,720276,8414
firkooo,False,0x73d05eb78a200b1400b882939aab240dfcd6a824,1913,,2572379,2715
0xChampouz,False,0xda99960008da67a0cb86de110bebf179093ab36f,625,,4382430,14678
JohnaSumrna,True,0x501731f23ccc1d48156522b2a1dbb9b93da59528,550,,979008,1237
MarkHopenNewffs,True,0x08fcbe6d85b8f4a9baaae64bf52ff5cbad1526ec,437,,4873104,5157
HeinekenCrypto,True,0x4516af0e97bb3ec9def1a656ef2435075ef0e698,1079,,20708741,313
braver26501639,True,0x3511ac7f2321ef471f9f243f0757face26c8b9a2,1982,,76825631,317
mepochta,True,0xcb06551543a48e812d72e00bf88c4ef80a29208e,2258,,30807028,1061
ericdeL69,False,0x104d86705c46e9422b803af522b43809f1c8e4e9,33,0x0e036ef59d5df649dff60a25906d723c38044b91,19299908,2895
Jakub50060533,True,0xe7294495206c1f5223d7f0c59b004ce971760541,377,,1522904,4453
NomberFax,True,0xbc4c3d53c5107c98e17bd481e78e1a4b28332c60,168,,6216197,1299
eev_dar,False,0xea611e681b294c2e2137ef14b782a9e80cc6a44f,303,,1471982,2863
hanaluxx,True,0xe9f8f1c71f96bb2a8e9ac597c5fdbbcebdc24b6d,121,0x30f0cb07c32767ef6f9f9dc37cd9a2489e28b825,9220939,9927
Roman4676596416,True,0xc201bd58f68c8780c357b54a8f3b76c06d4cd21a,523,,2993477,2943
Julia19540808,True,0x1de65419beadbad7204d724abe66f6f471d006bc,406,,1913217,1982
d6b0xc,True,0x8759b402b26f3e0097d4e93fabd19ddf338013c3,683,,1728220,4472
landr102,True,0x26dd7126ce8ba22ccd2f77affb41fcd44789c26a,392,,2720153,4491
DeNeve31574,True,0x1b32e774c3dd1e69eb94b182a73d90cf7c0caabc,743,,3870965,275
V3lrus,True,0x70dc4ae5f39b3878a3d55df74098e4b7d8cdbb02,110,0xf143ab833b0b1682b291879e3645c9304d5fbc44,1341355,7935
czpynp,True,0xc5dfbcf2461c0edc8d0f98d8b0ed9b9fc8b86af9,310,,2448874,14312
gsandakov,True,0x32527ca6ec2b85abaca0fb2dd3878e5b7bb5b370,1180,,1701020,1029
24hlives,True,0x408570441054b712a9f8b4c96101915c75e3f044,527,,1093592,2158
0xVladi,True,0x83470d93e5f039538fb238c62c5ac71a2410d7ca,861,,51798166,252
tawisdeupnop,True,0x2b8e70931c2cc67922a34fc409294a3c33c64abd,1369,,7958762,63687
Claire1Anderson,False,0xd26d0adeafa5dbdb092731582551542263199545,476,,1882482,4168
OneOneVevo,True,0xf5b6a1edbd8451829fb77c071198177a3f27f935,1273,,39267588,1360
Karlo5791,True,0x1ef576f02107bec448d74dca749964013a8531e7,659,,47355297,886
cryptost2ff,True,0x1c558966ab66cf10075e202bca424ca66088bad4,4186,0xd1eb8395742cd011527fbf679582168b6c769910,16303908,373
MrHeromant,True,0x89d58350332f0369724dd996a4bbe6b0791cf079,307,,533197,3914
Bad_Kirill,True,0x10262ae4b41f42a29ae27ccc2a0d362e262cdf99,313,,2536508,1816
amirmehdieth,True,0x14d15f15f1151d82e0aa5f2443b7da68f981424c,531,0x6965557035cf7e6a815ffdb200e010953a7f6262,1293265,23867
bit20090103,True,0x646688e11539c9b5f7ac528f125b5764e4e172f6,150,,5985337,1405
JonhsonParsons,False,0x3feb9298170a751e4e6c81195912fb6a5784139c,483,,40601284,6914
DeFi_matias,True,0x951db9771235218ddb587ffcade5c39a17cb1c1c,303,,1775915,2028
Arbinaunt,True,0xe787a09d04d9289c580b677d9de48b4af40ff777,284,,2285901,5151
carnage_dima,True,0xcd0d967449430caaabda422af22f64254c3f1168,2856,,6660716,2649
f54Xl9KZEh8nEK6,True,0xb47d5c9f842174713bbdf6356c38698351c42435,793,,2968684,9710
deusdao,False,0x83b285e802d76055169b1c5e3bf21702b85b89cb,2352,,30441175,656841
NorbertCurylo,True,0x79926c541d1f28f9a0abc9c84592e31743cd1997,282,,952484,3891
andyinhatfield,False,0x71c93bef8b2d5cf72fa9b572bd5d4680775ce7d6,249,,3461726,101591
chorongy1,True,0x3723a3c595cbb47ead3fb744b4eb90c2fa3371e9,243,,1008705,2117
cryptoyobeul,False,0x40faebbca9316f50168e260a316373a86be8505f,390,,1424665,10445
chaoticCats,True,0xe8cf9c114f7d6c41ccc761ae20b621468e51635c,293,,1162472,2178
martinezphoto,True,0x2932569b412ffb6f654365e87546273fdef53fd0,576,,2848395,7608
mohic75,True,0x368d54bb116dca5d3a7f6892fdb18e06b23a13bc,909,,1476648,2345
Ralph71781394,True,0x6bed82137efd1adc5000b313d76f3bc0b4737167,143,,356943,7516
NikStanev,False,0x7ad9ecd7940b6a49119b6ce4b14bec6c4dbd36fd,224,0xd7f25c22de2d54768dc88931024d316bc513e474,542189,15549
flomer63,True,0x05211b706bce6a569d556faa5821237464f33001,481,0x31813450b615f7e111831dfbf124623e28ad80ef,1368493,726
comando_crypto,True,0x2994a2536bcd151e3e989927ee69c335f8e91935,111,,1242719,34708
wisNFTs,True,0xf7a5bdbbc2579a2f4523c17b2ce18c9e6896d435,691,,49849456,930
PMlechin,True,0x7eafb74e65fb7385a66ecff72d7db5c8af729ebf,378,,1833226,3196
fernatama,True,0x2d11f13f12ac63d99ce91e05216ae1c5746da49f,936,0x743cf6e23b5ec1a99f316e6537fbc3663b7278c3,3252994,1261
yeonho1503,True,0x8d21e3c8993633546e89cb4a24e5c0a5bc4d97e5,974,,5367795,6454
alvarado100,True,0x92978305d66c5e8545a7ccce7a31453d786c9ae8,1476,,3345805,8924
AlexBz04718269,True,0x5f222918741500fabf6eed0bb16841d028d6d350,406,,1918207,2688
javiermelon4,True,0xe84b0443b8341d9c215a150ff208c0ce5d2d9a74,196,0xd916ba9bdb08ad199448074c84387f1ffe6ef7fd,19142382,12619
dim_ul,True,0x29cc59fafa659beeb430402ca4ee5634ce6c67af,599,0x52d5867c4b60776a71c378b76ebba09872b62e01,1413482,6751
marilyn_tr8199,False,0x30b26e3076638d93392c15d7e7d1690bf72ad109,454,,2931186,3412
asasanindia,True,0x924bb58b71f9a7d08bac49112774339566063973,1089,,2295816,1825
onifties,True,0xc526460b16dd67cbbd13f7fbfcaf4f002d0cf383,125,0x3afd73c9d196a8573417bf08cab9d3f1aaaa0118,528522,17801
sittitanadol,True,0xb22dfc8eb2f8c32e745e4bf6b9ca71c84c628ff5,622,,1800070,8106
vvv33331,True,0x973b79656f9a2b6d3f9b04e93f3c340c9f7b4c6c,330,,2873101,984
Lastrusminer,True,0xd47705dd4c225ef298ee3dfca4309ebfc97d8f32,525,,2167482,3052
telvaja,True,0x218feec0c76b9045ba896b7cba47fecc6e4e2cf5,905,,4519469,3908
Fiverivers7,True,0xc7ddf329f4cbc3b592990c382e5d6e2c28161c62,595,,1154393,1257
BugaCornel64637,True,0xf19d9e2a8140f24f9ccc836cc608db516e1573c2,5998,,1713505,728
seoinsiteru,True,0x638c03201e2eb0d34e0f9ed14f4155192f786e9e,445,,53661800,332
grigri238,True,0x7b0f0313feb5b9f8685e366d6e872a0cf11b580e,633,,3254961,2919
MBorneusz,True,0x66efb81509f79584b59f9a377ef5aa896e158d11,463,0xf1c2052be83688cbc0cca101b0fd1e44385b2903,1715649,1502
Ivan01040196,True,0xf04092d1e7b36227d8348783a95cca4077c9436d,642,,434419,341
VishalDanielson,True,0xc7b62baa2af6dd2bdb3ca54eab2eb0491685e781,1545,,3561001,2043
GRAFdeLOVE,True,0x71f30cd5b0c471089d06669e3cb7b3c3007b209b,299,,2954667,1989
gerhardBaum2,False,0x23df87ead1b7219f59a8f9172e5537ce7fdc0d84,421,0x0bcdf08d9ed0e1388bdc0277a78611887551c2c7,9987969,412
dbareac_crypto,True,0x3396e735ff16d760a5b055203fb633b6b355be67,530,,1513833,2823
TEAMNBA__,False,0x7555b4d0029f8ddbd383e098436e998431975b1d,690,,3146661,1448
snowflower1802,True,0xcc2005844aeabbd4d663f7c45c9bd1369eb062b3,1055,0xb0992df62b5e664123a6e6d3eddaa91058b3b1d6,741519,1551
jongpatori,True,0x3efd5cdb46c700481f40058341aa220ac2552660,226,0x1df03f442f3fb4c9b90c669b7f31ffa38b9377e8,1403228,24663
werfrens,True,0xba599d1526952c14779e6a9d31d912c6a02f5b9c,764,0x731e0468902a1c3d37c9c93c3989b40e93002635,6897782,2625
oiconmadn1,True,0x0dd9d150d4547ae06ddc06eb8e7b08d80f649e87,767,,3061325,1229
hadarvishi,True,0x00b7c84dbbd871a8eb209138174d1ef378f015a0,1682,,6635728,6355
KHFRHN,True,0x52242bc136855a96e44acfe79c2f6af3bae24b7c,262,0xa522876deaa88907a957b1fba7a444e745455293,2191852,3238
AlexI1off,True,0x8cd1cfb47bc129ee1e861ed4551d59b76a2ec98e,300,,2456313,2438
Defigeeek,True,0x77c69844f6ec66c9de349a8bd101f6c9ed4a2436,1023,,248431,1329
